service_id,date,exception_type
なかま平日,20170429,2
なかま平日,20170503,2
なかま平日,20170504,2
なかま平日,20170505,2
なかま平日,20170717,2
なかま平日,20170811,2
なかま平日,20170918,2
なかま平日,20170923,2
なかま平日,20171009,2
なかま平日,20171103,2
なかま平日,20171123,2
なかま平日,20171223,2
なかま平日,20171229,2
なかま平日,20171230,2
なかま平日,20171231,2
なかま平日,20180101,2
なかま平日,20180102,2
なかま平日,20180103,2
